year,field,foreign_female_by_field
2019,Meteorology,87
2019,Microelectronics,49
2019,Microsystems Technology,280
2019,Dairy Farming,15
2019,Mineralogy,14
2019,Medieval and Modern History,40
2019,Music Education,566
2019,Musicology/History of Music,531
2019,Nature Conservation,196
2019,Nautical Science/Maritime Studies,28
2019,New Media,262
2019,Modern Greek,56
2019,Non-medical Healthcare Professions/Therapies,633
2019,Low German,
2019,Dutch,21
2019,"Nordic/Scand. St. (Nord. Phil., ind. lang. n.e.c.)",93
2019,Optoelectronics,32
2019,Orchestral Music,646
2019,"Oriental Studies, Ancient Oriental Studies",149
2019,Eastern and South Eastern Europe Studies,138
2019,Oceanography,4
2019,Early Childhood Education,226
2019,Plant Production,34
2019,Nursing Science/Nursing Management,486
2019,Pharmacy,1594
2019,Philosophy,1244
2019,Physics,2427
2019,Engineering Physics/Mechanical Process Engineering,250
2019,Political Science,2880
2019,Police/Protection of the Constitution,69
2019,Polish,22
2019,Portuguese,23
2019,Psychology,5173
2019,Spatial Planning,688
2019,Administration of Justice,2
2019,Law,6406
2019,Renewable Energy,202
2019,Religious Studies,162
2019,Restoration Studies,57
2019,Rhythmics,4
2019,"Romance Studies (Rom. Phil., indiv. lang. n.e.c.)",786
2019,Russian,207
2019,General Studies (including School Garden),18
2019,Drama Studies,41
2019,Naval Architecture/Ship Technology,40
2019,School Pedagogy,52
2019,Sinology/Korean Studies,593
2019,Slavic Studies (Slavic Philology),405
2019,Special Needs Education,298
2019,Other subjects,1211
2019,Other regional studies,127
2019,Sorabistics,7
2019,Social Work,2986
2019,Social Studies,121
2019,Social Pedagogy,291
2019,Social Security Administration,61
2019,Applied Social Science,1106
2019,Social Sciences,1651
2019,Sociology,1427
2019,Spanish,673
2019,Sports Management/Sports Economics,92
2019,Sports Education/Sports Psychology,115
2019,Sports Science,423
2019,Steel Construction,
2019,"South Slavic (Bulgar., Serbo-Croat., Slovene etc.)",2
2019,Dance Education,153
2019,Technical Cybernetics,8
2019,Technomathematics,94
2019,Textile Design,462
2019,Textile and Clothing Technology/Industry,298
2019,Theatre Studies,308
2019,Veterinary Medicine,545
2019,Animal Production,20
2019,Sound Engineering,12
2019,Tourism Management,945
2019,Transport and Conveying Technology,8
2019,Czech,21
2019,Turkish Studies,109
2019,Environmental Protection,368
2019,Environmental Technology (including Recycling),649
2019,Prehistory and Early History,59
2019,Process Engineering,924
2019,Transport Engineering,264
2019,Transport Economics,150
2019,Surveying (Geodesy),440
2019,Supply Technology,69
2019,Administrative Science/Public Administration,277
2019,Folklore,83
2019,Economics,2491
2019,Hydraulic Engineering,147
2019,Water Management,191
2019,Viticulture and Oenology,91
2019,Handicrafts (technical)/Technology,50
2019,Handicrafts Education,2
2019,Materials Technology,448
2019,Western Slavic (general and n.e.c.),5
2019,Economic/Social Geography,13
2019,Economic/Social History,56
2019,Business Informatics,3109
2019,Business Engineering spec. in Engineering Sciences,3731
2019,Business Engineering specialising in Economics,1528
2019,Business Mathematics,812
2019,Business and Economics Education,259
2019,Business Law,1258
2019,Business and Economics,6370
2019,History of Science/History of Technology,1
2019,Dentistry,1192
2019,Customs and Tax Administration,23
2020,Waste Management,
2020,African Studies,190
2020,Agricultural Biology,234
2020,Agricultural Economics,240
2020,Agricultural Science/Agriculture,1047
2020,Egyptology,67
2020,General Linguistics/Indo-European Studies,948
2020,General Literary Studies,454
2020,Ancient History,16
2020,American Studies,623
2020,Applied Art,335
2020,Applied Linguistics,749
2020,Applied Systems Science,227
2020,English Studies,3976
2020,Anthropology (Human Biology),151
2020,Arabic/Arabic Studies,79
2020,Work Studies/Business Studies,84
2020,Occupational Guidance and Career Counselling,7
2020,Labour Administration,7
2020,Archaeology,277
2020,Archaeometry (Archaeological Engineering),3
2020,Architecture,4432
2020,Archive and Documentation Science,42
2020,Archive Studies,5
2020,Asian Languages and Cultures/Asian Studies,494
2020,Astrophysics and Astronomy,127
2020,Ophthalmic Optics,49
2020,Immigrant Education,60
2020,Non-Europ. Lang. and Cult. in Oceania and America,75
2020,Foreign Affairs Administration,5
2020,Baltic Studies,2
2020,Banking,5
2020,Civil Engineering/Structural Engineering,3116
2020,Mining/Mine Engineering,223
2020,Occupation-specific Foreign Language Training,178
2020,"Vocational, Business and Economics Education",58
2020,Business Administration,15217
2020,Librarianship,1
2020,Fine Arts/Graphics,784
2020,Sculpting/Statuary Art,119
2020,Biochemistry,1015
2020,Bioinformatics,357
2020,Biology,4841
2020,Biomedicine,481
2020,Biotechnology,1233
2020,Brewing Science/Beverage Technology,20
2020,Armed Forces Administration,5
2020,Byzantine Studies,12
2020,Caritas Science,14
2020,Chemistry,3474
2020,Chemical Engineering/Chemical Process Technology,829
2020,Computer Linguistics,392
2020,Computer and Communication Technology,510
2020,Danish,1
2020,Performing Arts/Stagecraft/Directing,329
2020,German as a Foreign or Second Language,1404
2020,Pastoral Care Studies,11
2020,Conducting,67
2020,Printing and Reproduction Technology,99
2020,Gemstone and Jewellery Design,30
2020,Electrical Power Engineering,169
2020,Electrical Engineering/Electronics,4448
2020,Energy Process Engineering,354
2020,Nutritional Science,597
2020,Adult Education and Extracurricular Youth Educat.,147
2020,Educational Science (Pedagogy),3543
2020,Ethics,76
2020,Ethnology,415
2020,European Ethnology and Cultural Studies,455
2020,European Economic Studies,216
2020,"Protestant Religious Pedagogy, Church Educat. Work",6
2020,"Protestant Theology, Protes. Religious Education",260
2020,Facility Management,97
2020,Automotive Technology,305
2020,Precision Engineering,15
2020,Manufacturing Technology/Production Engineering,261
2020,Film and Television Studies,246
2020,Financial Administration,3
2020,Finno-Ugrian Studies,12
2020,"Forest Science, Forestry",356
2020,French,512
2020,Horticulture,81
2020,Geography,632
2020,Geology/Palaeontology,68
2020,Geoecology,53
2020,Geophysics,104
2020,Geosciences general,686
2020,German Studies/German,4368
2020,Singing,416
2020,History,1426
2020,Health Education,162
2020,Health Technology,1582
2020,Health Science/Health Management,2398
2020,Glass Technology/Ceramics,13
2020,Graphic Design/Communication Design,2376
2020,Greek,50
2020,Primary School Education/Primary Level Education,202
2020,Domestic and Nutritional Sciences,436
2020,Domestic Science,1
2020,Wood and Fibre Technology,9
2020,Timber Construction,8
2020,Wood Science,21
2020,Metallurgy and Foundry,116
2020,Indology,20
2020,Industrial Design/Product Design,402
2020,Computer Science,7397
2020,Inf./Library Scien. (not at univ. of app.adm.sci.),133
2020,Computational Engineer./Technical Computer Science,907
2020,Interior Architecture,362
2020,Internal Administration,54
2020,Instrumental Music,2549
2020,Interdisc. Studies (specialising in Engineering),1085
2020,Interdisc. Studies (special. in Natural Sciences),1033
2020,"Interdisc. St. (spec. in Law, Econ. and Soc. Sci.)",1558
2020,Interdisc. Studies (spec. in Humanities),2435
2020,"Interdisc. Studies (special. in Art, Art Theory)",161
2020,International Business Studies/Management,6850
2020,Iranian Studies,41
2020,Islamic Studies/Islamic theology,118
2020,Islamic Studies,180
2020,Italian,296
2020,Japanese Studies,280
2020,Jazz and Popular Music,63
2020,Judaic Studies/Hebrew,61
2020,Law Enforcement,
2020,Cartography,63
2020,"Catholic Religious Pedagogy, Church Educat. Work",96
2020,"Catholic Theology, Catholic Religious Education",165
2020,Caucasian Studies,2
2020,Church Music,45
2020,Classical Philology,41
2020,"Communication Technology, Information Engineering",693
2020,Communication Science/Journalism,1152
2020,Composition,114
2020,Arts Education,427
2020,"Art History, Art Theory",1069
2020,Plastics Technology,34
2020,Land Management Engineering/Landscape Design,282
2020,Landscape Ecology/Biogeography (ex. SF385 s. 2012),32
2020,Latin,48
2020,Latin America Studies,107
2020,Food Chemistry,141
2020,Food Technology,256
2020,Area of study: Humanities,170
2020,Area of study: Social Studies,4
2020,Area of study: Natural Sciences/General Studies,78
2020,Area of study: Technology,14
2020,Aeronautical and Aerospace Engineering,266
2020,Painting,149
2020,Mine Surveying,4
2020,Mechanical Engineering,3036
2020,Materials Engineering,278
2020,Mathematics,2556
2020,Mechatronics,830
2020,Media Informatics,888
2020,Media Technology,279
2020,Media Economics/Media Management,777
2020,Media Science,912
2020,Medicine (General Medicine),7349
2020,Medical Informatics,497
2020,Metals Technology,4
2020,Meteorology,68
2020,Microelectronics,76
2020,Microsystems Technology,302
2020,Dairy Farming,21
2020,Mineralogy,15
2020,Medieval and Modern History,39
2020,Music Education,595
2020,Musicology/History of Music,512
2020,Nature Conservation,269
2020,Nautical Science/Maritime Studies,33
2020,New Media,282
2020,Modern Greek,49
2020,Non-medical Healthcare Professions/Therapies,620
2020,Low German,
2020,Dutch,18
2020,"Nordic/Scand. St. (Nord. Phil., ind. lang. n.e.c.)",79
2020,Optoelectronics,36
2020,Orchestral Music,675
2020,"Oriental Studies, Ancient Oriental Studies",140
2020,Eastern and South Eastern Europe Studies,119
2020,Oceanography,5
2020,Early Childhood Education,246
2020,Plant Production,28
2020,Nursing Science/Nursing Management,539
2020,Pharmacy,1649
2020,Philosophy,1051
2020,Physics,2460
2020,Engineering Physics/Mechanical Process Engineering,237
2020,Political Science,2545
2020,Police/Protection of the Constitution,70
2020,Polish,14
2020,Portuguese,24
2020,Psychology,5815
2020,Spatial Planning,721
2020,Administration of Justice,1
2020,Law,6140
2020,Renewable Energy,232
2020,Religious Studies,169
2020,Restoration Studies,58
2020,Rhythmics,3
2020,"Romance Studies (Rom. Phil., indiv. lang. n.e.c.)",598
2020,Russian,204
2020,General Studies (including School Garden),21
2020,Drama Studies,48
2020,Naval Architecture/Ship Technology,37
2020,School Pedagogy,63
2020,Sinology/Korean Studies,569
2020,Slavic Studies (Slavic Philology),376
2020,Special Needs Education,313
2020,Other subjects,581
2020,Other regional studies,108
2020,Sorabistics,5
2020,Social Work,3316
2020,Social Studies,121
2020,Social Pedagogy,321
2020,Social Security Administration,73
2020,Applied Social Science,1074
2020,Social Sciences,1615
2020,Sociology,1508
2020,Spanish,636
2020,Sports Management/Sports Economics,179
2020,Sports Education/Sports Psychology,96
2020,Sports Science,462
2020,Steel Construction,
2020,Statistics,478
2020,"South Slavic (Bulgar., Serbo-Croat., Slovene etc.)",1
2020,Dance Education,173
2020,Technical Cybernetics,10
2020,Technomathematics,103
2020,Textile Design,403
2020,Textile and Clothing Technology/Industry,275
2020,Theatre Studies,294
2020,Veterinary Medicine,548
2020,Animal Production,22
2020,Sound Engineering,15
2020,Tourism Management,926
2020,Transport and Conveying Technology,11
2020,Czech,25
2020,Turkish Studies,99
2020,Environmental Protection,376
2020,Environmental Technology (including Recycling),651
2020,Prehistory and Early History,49
2020,Process Engineering,942
2020,Transport Engineering,280
2020,Transport Economics,182
2020,Surveying (Geodesy),400
2020,Supply Technology,87
2020,Administrative Science/Public Administration,294
2020,Folklore,100
2020,Economics,2403
2020,Hydraulic Engineering,167
2020,Water Management,199
2020,Viticulture and Oenology,96
2020,Handicrafts (technical)/Technology,27
2020,Handicrafts Education,
2020,Materials Technology,494
2020,Western Slavic (general and n.e.c.),6
2020,Economic/Social Geography,15
2020,Economic/Social History,45
2020,Business Informatics,3294
2020,Business Engineering spec. in Engineering Sciences,3909
2020,Business Engineering specialising in Economics,1462
2020,Business Mathematics,783
2020,Business and Economics Education,265
2020,Business Law,1311
2020,Business and Economics,6318
2020,History of Science/History of Technology,
2020,Dentistry,1249
2020,Customs and Tax Administration,30
2021,Waste Management,1
2021,African Studies,183
2021,Agricultural Biology,244
2021,Agricultural Economics,271
2021,Agricultural Science/Agriculture,1074
2021,Egyptology,57
2021,General Linguistics/Indo-European Studies,966
2021,General Literary Studies,533
2021,Ancient History,19
2021,American Studies,659
2021,Applied Art,352
2021,Applied Linguistics,821
2021,Applied Systems Science,243
2021,English Studies,4219
2021,Anthropology (Human Biology),159
2021,Arabic/Arabic Studies,91
2021,Work Studies/Business Studies,72
2021,Occupational Guidance and Career Counselling,8
2021,Labour Administration,7
2021,Archaeology,299
2021,Archaeometry (Archaeological Engineering),2
2021,Architecture,4634
2021,Archive and Documentation Science,49
2021,Archive Studies,8
2021,Asian Languages and Cultures/Asian Studies,473
2021,Astrophysics and Astronomy,141
2021,Ophthalmic Optics,55
2021,Immigrant Education,61
2021,Non-Europ. Lang. and Cult. in Oceania and America,66
2021,Foreign Affairs Administration,
2021,Baltic Studies,3
2021,Banking,8
2021,Civil Engineering/Structural Engineering,3211
2021,Mining/Mine Engineering,232
2021,Occupation-specific Foreign Language Training,177
2021,"Vocational, Business and Economics Education",74
2021,Business Administration,16110
2021,Librarianship,1
2021,Fine Arts/Graphics,840
2021,Sculpting/Statuary Art,103
2021,Biochemistry,1100
2021,Bioinformatics,415
2021,Biology,5217
2021,Biomedicine,539
2021,Biotechnology,1527
2021,Brewing Science/Beverage Technology,18
2021,Armed Forces Administration,5
2021,Byzantine Studies,9
2021,Caritas Science,10
2021,Chemistry,3581
2021,Chemical Engineering/Chemical Process Technology,847
2021,Computer Linguistics,450
2021,Computer and Communication Technology,544
2021,Danish,1
2021,Performing Arts/Stagecraft/Directing,319
2021,German as a Foreign or Second Language,1317
2021,Pastoral Care Studies,18
2021,Conducting,72
2021,Printing and Reproduction Technology,98
2021,Gemstone and Jewellery Design,37
2021,Electrical Power Engineering,167
2021,Electrical Engineering/Electronics,4622
2021,Energy Process Engineering,338
2021,Nutritional Science,704
2021,Adult Education and Extracurricular Youth Educat.,132
2021,Educational Science (Pedagogy),3640
2021,Ethics,85
2021,Ethnology,406
2021,European Ethnology and Cultural Studies,486
2021,European Economic Studies,214
2021,"Protestant Religious Pedagogy, Church Educat. Work",6
2021,"Protestant Theology, Protes. Religious Education",240
2021,Facility Management,87
2021,Automotive Technology,290
2021,Precision Engineering,13
2021,Manufacturing Technology/Production Engineering,272
2021,Film and Television Studies,270
2021,Financial Administration,2
2021,Finno-Ugrian Studies,9
2021,"Forest Science, Forestry",327
2021,French,531
2021,Horticulture,82
2021,Geography,656
2021,Geology/Palaeontology,54
2021,Geoecology,58
2021,Geophysics,116
2021,Geosciences general,723
2021,German Studies/German,4616
2021,Singing,399
2021,History,1383
2021,Health Education,185
2021,Health Technology,1800
2021,Health Science/Health Management,2531
2021,Glass Technology/Ceramics,10
2021,Graphic Design/Communication Design,2785
2021,Greek,44
2021,Primary School Education/Primary Level Education,192
2021,Domestic and Nutritional Sciences,431
2021,Domestic Science,1
2021,Wood and Fibre Technology,8
2021,Timber Construction,7
2021,Wood Science,18
2021,Metallurgy and Foundry,112
2021,Indology,26
2021,Industrial Design/Product Design,423
2021,Computer Science,8374
2021,Inf./Library Scien. (not at univ. of app.adm.sci.),124
2021,Computational Engineer./Technical Computer Science,1043
2021,Interior Architecture,481
2021,Internal Administration,54
2021,Instrumental Music,2437
2021,Interdisc. Studies (specialising in Engineering),1323
2021,Interdisc. Studies (special. in Natural Sciences),1262
2021,"Interdisc. St. (spec. in Law, Econ. and Soc. Sci.)",1766
2021,Interdisc. Studies (spec. in Humanities),2575
2021,"Interdisc. Studies (special. in Art, Art Theory)",214
2021,International Business Studies/Management,7545
2021,Iranian Studies,40
2021,Islamic Studies/Islamic theology,131
2021,Islamic Studies,153
2021,Italian,295
2021,Japanese Studies,280
2021,Jazz and Popular Music,74
2021,Judaic Studies/Hebrew,66
2021,Law Enforcement,
2021,Cartography,65
2021,"Catholic Religious Pedagogy, Church Educat. Work",99
2021,"Catholic Theology, Catholic Religious Education",148
2021,Caucasian Studies,1
2021,Church Music,51
2021,Classical Philology,36
2021,"Communication Technology, Information Engineering",728
2021,Communication Science/Journalism,1199
2021,Composition,131
2021,Arts Education,435
2021,"Art History, Art Theory",1071
2021,Plastics Technology,29
2021,Land Management Engineering/Landscape Design,272
2021,Landscape Ecology/Biogeography (ex. SF385 s. 2012),32
2021,Latin,49
2021,Latin America Studies,103
2021,Food Chemistry,146
2021,Food Technology,273
2021,Area of study: Humanities,188
2021,Area of study: Social Studies,2
2021,Area of study: Natural Sciences/General Studies,81
2021,Area of study: Technology,15
2021,Aeronautical and Aerospace Engineering,297
2021,Painting,155
2021,Mine Surveying,2
2021,Mechanical Engineering,3202
2021,Materials Engineering,282
2021,Mathematics,2542
2021,Mechatronics,872
2021,Media Informatics,972
2021,Media Technology,273
2021,Media Economics/Media Management,878
2021,Media Science,959
2021,Medicine (General Medicine),7905
2021,Medical Informatics,535
2021,Metals Technology,5
2021,Meteorology,78
2021,Microelectronics,189
2021,Microsystems Technology,287
2021,Dairy Farming,21
2021,Mineralogy,15
2021,Medieval and Modern History,45
2021,Music Education,605
2021,Musicology/History of Music,530
2021,Nature Conservation,271
2021,Nautical Science/Maritime Studies,37
2021,New Media,298
2021,Modern Greek,49
2021,Non-medical Healthcare Professions/Therapies,720
2021,Low German,
2021,Dutch,20
2021,"Nordic/Scand. St. (Nord. Phil., ind. lang. n.e.c.)",72
2021,Optoelectronics,36
2021,Orchestral Music,649
2021,"Oriental Studies, Ancient Oriental Studies",134
2021,MINT orientation studies,
2021,Eastern and South Eastern Europe Studies,98
2021,Oceanography,1
2021,Early Childhood Education,257
2021,Plant Production,32
2021,Nursing Science/Nursing Management,631
2021,Pharmacy,1830
2021,Philosophy,1176
2021,Physics,2648
2021,Engineering Physics/Mechanical Process Engineering,152
2021,Political Science,2770
2021,Police/Protection of the Constitution,73
2021,Polish,15
2021,Portuguese,20
2021,Psychology,6396
2021,Spatial Planning,823
2021,Administration of Justice,1
2021,Law,6266
2021,Renewable Energy,236
2021,Religious Studies,152
2021,Restoration Studies,52
2021,Rhythmics,2
2021,"Romance Studies (Rom. Phil., indiv. lang. n.e.c.)",583
2021,Russian,193
2021,General Studies (including School Garden),63
2021,Drama Studies,73
2021,Naval Architecture/Ship Technology,41
2021,School Pedagogy,54
2021,Sinology/Korean Studies,590
2021,Slavic Studies (Slavic Philology),345
2021,Special Needs Education,334
2021,Other subjects,866
2021,Other regional studies,108
2021,Other orientation studies,1
2021,Sorabistics,4
2021,Social Work,3794
2021,Social Studies,122
2021,Social Pedagogy,390
2021,Social Security Administration,72
2021,Applied Social Science,1055
2021,Social Sciences,1705
2021,Sociology,1505
2021,Spanish,643
2021,Sports Management/Sports Economics,161
2021,Sports Education/Sports Psychology,109
2021,Sports Science,551
2021,Steel Construction,
2021,Statistics,627
2021,"South Slavic (Bulgar., Serbo-Croat., Slovene etc.)",1
2021,Dance Education,162
2021,Technical Cybernetics,13
2021,Technomathematics,110
2021,Textile Design,397
2021,Textile and Clothing Technology/Industry,270
2021,Theatre Studies,299
2021,Veterinary Medicine,538
2021,Animal Production,23
2021,Sound Engineering,17
2021,Tourism Management,947
2021,Transport and Conveying Technology,9
2021,Czech,24
2021,Turkish Studies,103
2021,Environmental Protection,423
2021,Environmental Technology (including Recycling),648
2021,Prehistory and Early History,42
2021,Process Engineering,966
2021,Transport Engineering,301
2021,Transport Economics,176
2021,Surveying (Geodesy),387
2021,Supply Technology,86
2021,Administrative Science/Public Administration,295
2021,Folklore,109
2021,Economics,2500
2021,Hydraulic Engineering,168
2021,Water Management,200
2021,Viticulture and Oenology,115
2021,Handicrafts (technical)/Technology,23
2021,Handicrafts Education,1
2021,Materials Technology,522
2021,Western Slavic (general and n.e.c.),5
2021,Economic/Social Geography,13
2021,Economic/Social History,50
2021,Business Informatics,3551
2021,Business Engineering spec. in Engineering Sciences,3973
2021,Business Engineering specialising in Economics,1465
2021,Business Mathematics,733
2021,Business and Economics Education,246
2021,Business Law,1282
2021,Business and Economics,6943
2021,History of Science/History of Technology,1
2021,Dentistry,1278
2021,Customs and Tax Administration,26
2022,Waste Management,
2022,African Studies,152
2022,Agricultural Biology,272
2022,Agricultural Economics,319
2022,Agricultural Science/Agriculture,1265
2022,Egyptology,51
2022,General Linguistics/Indo-European Studies,942
2022,General Literary Studies,508
2022,Ancient History,17
2022,American Studies,690
2022,Applied Art,391
2022,Applied Linguistics,764
2022,Applied Systems Science,277
2022,English Studies,4312
2022,Anthropology (Human Biology),165
2022,Arabic/Arabic Studies,98
2022,Work Studies/Business Studies,72
2022,Occupational Guidance and Career Counselling,9
2022,Labour Administration,7
2022,Archaeology,307
2022,Archaeometry (Archaeological Engineering),3
2022,Architecture,4671
2022,Archive and Documentation Science,43
2022,Archive Studies,4
2022,Asian Languages and Cultures/Asian Studies,458
2022,Astrophysics and Astronomy,146
2022,Ophthalmic Optics,59
2022,Immigrant Education,57
2022,Non-Europ. Lang. and Cult. in Oceania and America,57
2022,Foreign Affairs Administration,
2022,Baltic Studies,3
2022,Banking,17
2022,Civil Engineering/Structural Engineering,3332
2022,Mining/Mine Engineering,264
2022,Occupation-specific Foreign Language Training,172
2022,"Vocational, Business and Economics Education",105
2022,Business Administration,17064
2022,Librarianship,1
2022,Fine Arts/Graphics,874
2022,Sculpting/Statuary Art,109
2022,Biochemistry,1147
2022,Bioinformatics,451
2022,Biology,5755
2022,Biomedicine,511
2022,Biotechnology,1930
2022,Brewing Science/Beverage Technology,20
2022,Armed Forces Administration,
2022,Byzantine Studies,8
2022,Caritas Science,6
2022,Chemistry,3709
2022,Chemical Engineering/Chemical Process Technology,859
2022,Computer Linguistics,598
2022,Computer and Communication Technology,559
2022,Danish,1
2022,Performing Arts/Stagecraft/Directing,330
2022,German as a Foreign or Second Language,1251
2022,Pastoral Care Studies,18
2022,Conducting,83
2022,Printing and Reproduction Technology,94
2022,Gemstone and Jewellery Design,33
2022,Electrical Power Engineering,147
2022,Electrical Engineering/Electronics,4755
2022,Energy Process Engineering,333
2022,Nutritional Science,740
2022,Adult Education and Extracurricular Youth Educat.,131
2022,Educational Science (Pedagogy),3461
2022,Ethics,85
2022,Ethnology,445
2022,European Ethnology and Cultural Studies,457
2022,European Economic Studies,209
2022,"Protestant Religious Pedagogy, Church Educat. Work",9
2022,"Protestant Theology, Protes. Religious Education",219
2022,Facility Management,70
2022,Automotive Technology,258
2022,Precision Engineering,31
2022,Manufacturing Technology/Production Engineering,273
2022,Film and Television Studies,307
2022,Financial Administration,5
2022,Finno-Ugrian Studies,7
2022,"Forest Science, Forestry",362
2022,French,499
2022,Horticulture,73
2022,Geography,639
2022,Geology/Palaeontology,53
2022,Geoecology,80
2022,Geophysics,110
2022,Geosciences general,735
2022,German Studies/German,4349
2022,Singing,396
2022,History,1342
2022,Health Education,206
2022,Health Technology,2046
2022,Health Science/Health Management,2674
2022,Glass Technology/Ceramics,8
2022,Graphic Design/Communication Design,3039
2022,Greek,36
2022,Primary School Education/Primary Level Education,195
2022,Domestic and Nutritional Sciences,442
2022,Domestic Science,1
2022,Wood and Fibre Technology,5
2022,Timber Construction,6
2022,Wood Science,18
2022,Metallurgy and Foundry,79
2022,Indology,30
2022,Industrial Design/Product Design,444
2022,Computer Science,9533
2022,Inf./Library Scien. (not at univ. of app.adm.sci.),133
2022,Computational Engineer./Technical Computer Science,1140
2022,Interior Architecture,523
2022,Internal Administration,46
2022,Instrumental Music,2511
2022,Interdisc. Studies (specialising in Engineering),1422
2022,Interdisc. Studies (special. in Natural Sciences),1454
2022,"Interdisc. St. (spec. in Law, Econ. and Soc. Sci.)",1797
2022,Interdisc. Studies (spec. in Humanities),2778
2022,"Interdisc. Studies (special. in Art, Art Theory)",254
2022,International Business Studies/Management,8064
2022,Iranian Studies,54
2022,Islamic Studies/Islamic theology,104
2022,Islamic Studies,136
2022,Italian,282
2022,Japanese Studies,274
2022,Jazz and Popular Music,75
2022,Judaic Studies/Hebrew,68
2022,Law Enforcement,
2022,Cartography,44
2022,"Catholic Religious Pedagogy, Church Educat. Work",90
2022,"Catholic Theology, Catholic Religious Education",151
2022,Caucasian Studies,4
2022,Church Music,46
2022,Classical Philology,32
2022,"Communication Technology, Information Engineering",824
2022,Communication Science/Journalism,1158
2022,Composition,122
2022,Arts Education,448
2022,"Art History, Art Theory",1010
2022,Plastics Technology,25
2022,Land Management Engineering/Landscape Design,253
2022,Landscape Ecology/Biogeography (ex. SF385 s. 2012),38
2022,Latin,41
2022,Latin America Studies,94
2022,Food Chemistry,151
2022,Food Technology,298
2022,Area of study: Humanities,193
2022,Area of study: Social Studies,1
2022,Area of study: Natural Sciences/General Studies,89
2022,Area of study: Technology,10
2022,Aeronautical and Aerospace Engineering,340
2022,Painting,149
2022,Mine Surveying,4
2022,Mechanical Engineering,3267
2022,Materials Engineering,325
2022,Mathematics,2556
2022,Mechatronics,877
2022,Media Informatics,1040
2022,Media Technology,280
2022,Media Economics/Media Management,921
2022,Media Science,1026
2022,Medicine (General Medicine),8145
2022,Medical Informatics,595
2022,Metals Technology,5
2022,Meteorology,85
2022,Microelectronics,258
2022,Microsystems Technology,290
2022,Dairy Farming,17
2022,Mineralogy,21
2022,Medieval and Modern History,38
2022,Music Education,644
2022,Musicology/History of Music,539
2022,Nature Conservation,262
2022,Nautical Science/Maritime Studies,36
2022,New Media,317
2022,Modern Greek,49
2022,Non-medical Healthcare Professions/Therapies,761
2022,Low German,
2022,Dutch,19
2022,"Nordic/Scand. St. (Nord. Phil., ind. lang. n.e.c.)",49
2022,Optoelectronics,34
2022,Orchestral Music,647
2022,"Oriental Studies, Ancient Oriental Studies",137
2022,MINT orientation studies,
2022,Eastern and South Eastern Europe Studies,89
2022,Oceanography,5
2022,Early Childhood Education,241
2022,Plant Production,22
2022,Nursing Science/Nursing Management,660
2022,Pharmacy,1996
2022,Philosophy,1153
2022,Physics,2893
2022,Engineering Physics/Mechanical Process Engineering,162
2022,Political Science,2839
2022,Police/Protection of the Constitution,96
2022,Polish,15
2022,Portuguese,20
2022,Psychology,6980
2022,Spatial Planning,862
2022,Administration of Justice,2
2022,Law,6162
2022,Renewable Energy,264
2022,Religious Studies,165
2022,Restoration Studies,49
2022,Rhythmics,8
2022,"Romance Studies (Rom. Phil., indiv. lang. n.e.c.)",563
2022,Russian,173
2022,General Studies (including School Garden),57
2022,Drama Studies,96
2022,Naval Architecture/Ship Technology,47
2022,School Pedagogy,49
2022,Sinology/Korean Studies,561
2022,Slavic Studies (Slavic Philology),380
2022,Special Needs Education,334
2022,Other subjects,942
2022,Other regional studies,115
2022,Other orientation studies,16
2022,Sorabistics,5
2022,Social Work,3963
2022,Social Studies,118
2022,Social Pedagogy,420
2022,Social Security Administration,72
2022,Applied Social Science,1019
2022,Social Sciences,1682
2022,Sociology,1505
2022,Spanish,626
2022,Sports Management/Sports Economics,160
2022,Sports Education/Sports Psychology,92
2022,Sports Science,597
2022,Steel Construction,1
2022,Statistics,664
2022,"South Slavic (Bulgar., Serbo-Croat., Slovene etc.)",1
2022,Dance Education,150
2022,Technical Cybernetics,15
2022,Technomathematics,167
2022,Textile Design,401
2022,Textile and Clothing Technology/Industry,247
2022,Theatre Studies,266
2022,Veterinary Medicine,547
2022,Animal Production,17
2022,Sound Engineering,17
2022,Tourism Management,888
2022,Transport and Conveying Technology,9
2022,Czech,13
2022,Turkish Studies,88
2022,Environmental Protection,443
2022,Environmental Technology (including Recycling),674
2022,Prehistory and Early History,52
2022,Process Engineering,979
2022,Transport Engineering,283
2022,Transport Economics,163
2022,Surveying (Geodesy),408
2022,Supply Technology,88
2022,Administrative Science/Public Administration,347
2022,Folklore,118
2022,Economics,2798
2022,Hydraulic Engineering,171
2022,Water Management,207
2022,Viticulture and Oenology,124
2022,Handicrafts (technical)/Technology,22
2022,Handicrafts Education,1
2022,Materials Technology,578
2022,Western Slavic (general and n.e.c.),4
2022,Economic/Social Geography,16
2022,Economic/Social History,41
2022,Business Informatics,3715
2022,Business Engineering spec. in Engineering Sciences,3945
2022,Business Engineering specialising in Economics,1376
2022,Business Mathematics,698
2022,Business and Economics Education,227
2022,Business Law,1258
2022,Business and Economics,7146
2022,History of Science/History of Technology,
2022,Dentistry,1305
2022,Customs and Tax Administration,32
2023,Waste Management,1
2023,African Studies,161
2023,Agricultural Biology,277
2023,Agricultural Economics,312
2023,Agricultural Science/Agriculture,1330
2023,Egyptology,45
2023,General Linguistics/Indo-European Studies,980
2023,General Literary Studies,510
